                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     197                                      893                  5.0000000000000000E+000                  2.0000000000000000E-002                  1.0005487406857109E+006                  5.2064681455972153E+004                  1.7074656540849162E+004                  5.4464984896956275E+002                  2.6669071857183910E+000                 -4.1715293949482568E+000                  6.9852996947397517E-001                  9.0232101674054537E-007                  2.8091499868099146E-001                  4.3862378920507812E-005                  5.0718183638375934E-003                  9.2762025281277159E-003                  2.0850244238750366E-003                  5.0000000000000000E+000                  0.0000000000000000E+000                  3.4982634335629266E+000                  1.0311066850732242E-004                  1.4008448598223557E+000                  1.2422511564821307E-002                  1.0759320972420331E-002                  4.6795532143319392E-002                  1.0425122119375180E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9493234465291105E+004                  4.0531775437053002E+005                  9.1802100183441356E+007                  5.4353541767543516E+002                  5.4353541767543516E+002                  2.0841811400971982E-034                  3.8811520707241314E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1574916939063391E+013                                "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260508"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  5.0000000000000000E+000                  4.2600790154223717E-001                  4.2348943494527012E+000                 -8.9694880482002670E+000                  3.4039651251073662E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.5731386467100547E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  4.9999999999974998E+000                  4.2598282565471796E-001                  4.2399115389198565E+000                 -8.9371038776451162E+000                  3.4403562075665373E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.6949317521064636E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  4.9999999999949996E+000                  4.2595954770780770E-001                  4.2436624612772791E+000                 -8.9143640615167268E+000                  3.4662337698919949E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.7860466125579210E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  4.9999999999936815E+000                  4.2594789703371688E-001                  4.2462155194523552E+000                 -8.8995469379128256E+000                  3.4832455123870334E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.8480359560636199E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  4.9999999999923626E+000                  4.2593663625829403E-001                  4.2499867429629887E+000                 -8.8785289828400362E+000                  3.5075778604573253E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.9396755965108968E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  4.9999999999897264E+000                  4.2591517627306175E-001                  4.2536610448431649E+000                 -8.8587677113416721E+000                  3.5306233940601919E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  2.0299768071544825E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  4.9999999999884075E+000                  4.2590492245228001E-001                  4.2560710813283222E+000                 -8.8462414519008874E+000                  3.5453359346218858E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  2.0893817127764842E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  4.9999999999870894E+000                  4.2589495946012285E-001                  4.2584448079584991E+000                 -8.8341818778861789E+000                  3.5595676333237858E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  2.1482153046263758E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  4.9999999999857705E+000                  4.2588526865868609E-001                  4.2607823642749310E+000                 -8.8225553964278376E+000                  3.5733489342067295E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  2.2065040086775542E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  4.9999999999844524E+000                  4.2587583322421252E-001                  4.2642300386593224E+000                 -8.8058753736682025E+000                  3.5932357582740213E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  2.2929013762045856E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
